source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[collision energy]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD010603-Sample-281	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 281	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171101_JMM_MFG383_10.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-282	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 282	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171102_JMM_T383_11.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-283	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 283	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171116_JMM_STG405_5.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-284	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 284	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171018_JMM_MFG146_5.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-285	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 285	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171115_JMM_MFG405_3.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-286	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 286	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171026_JMM_EC383_3_20171030211337.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-287	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 287	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171019_JMM_T146_12.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-288	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 288	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171002_JMM_C146_3.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-289	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 289	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171103_JMM_VC383_9.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-290	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 290	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171018_JMM_MFG146_1.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-291	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 291	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171002_JMM_CN146_12.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-292	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 292	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171018_JMM_STG146_2.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-293	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 293	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171103_JMM_A405_7.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-294	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 294	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171117_JMM_T405_2.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-295	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 295	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171017_JMM_IPL146_5.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-296	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 296	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171101_JMM_STG383_6.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-297	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 297	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171019_JMM_T146_5.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-298	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 298	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171002_JMM_CN146_6.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-299	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 299	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171102_JMM_T383_12.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-300	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 300	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171026_JMM_EC383_10_20171031080000.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-301	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 301	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171026_JMM_IPL383_10.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-302	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 302	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171026_JMM_C383_10.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-303	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 303	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171115_JMM_MFG405_5.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
