source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000605-Sample-544	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 136	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp2_14.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-545	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 137	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp2_23.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-546	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 137	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp2_23.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-547	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 137	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp2_23.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-548	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 137	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp2_23.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-549	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 138	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp3_39.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-550	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 138	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp3_39.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-551	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 138	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp3_39.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-552	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 138	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp3_39.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-553	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 139	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-554	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 139	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-555	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 139	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-556	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 139	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-557	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 140	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp3_44.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-558	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 140	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp3_44.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-559	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 140	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp3_44.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-560	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 140	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp3_44.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-561	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 141	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp2_17.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-562	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 141	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp2_17.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-563	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 141	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp2_17.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-564	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 141	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp2_17.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-565	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 142	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp2_37.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-566	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 142	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp2_37.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-567	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 142	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp2_37.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-568	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 142	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp2_37.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-569	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 143	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_30.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-570	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 143	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_30.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-571	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 143	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_30.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-572	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 143	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_30.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-573	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 144	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp3_27.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-574	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 144	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp3_27.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-575	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 144	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp3_27.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-576	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 144	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp3_27.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-577	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 145	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_29.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-578	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 145	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_29.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-579	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 145	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_29.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-580	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 145	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_29.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-581	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 146	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp2_46.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
