source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD005354-Sample-1342	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1342	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01262_C03_P013105_S00_N19_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1343	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1343	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01214_F01_P012340_S00_N06_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1344	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1344	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01250_C06_P012913_S00_N19_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1345	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1345	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01245_C02_P012910_S00_N11_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1346	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1346	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01481_B01_P015041_S00_N02_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1347	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1347	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01267_C04_P013138_S00_N03_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1348	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1348	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01262_D09_P013108_S00_N20_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1349	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1349	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01260_A01_P013101_S00_N01_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1350	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1350	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01254_B02_P013030_S00_N10_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1351	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1351	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01255_B02_P013096_S00_N10_R2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1352	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1352	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01213_C05_P012339_B00_N11_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1353	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1353	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	00108_A03_P012694_S00_N17_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1354	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1354	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01333_H02_P013146_S00_N16_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1355	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1355	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	00108_B06_P012695_S00_N18_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1356	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1356	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01255_C02_P013096_S00_N11_R2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1357	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1357	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01254_H06_P013031_S00_N24_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1358	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1358	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01251_A01_P013026_S00_N01_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1359	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1359	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01267_D04_P013138_S00_N04_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1360	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1360	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	00108_E04_P012695_S00_N05_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1361	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1361	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01253_G03_P013028_S00_N23_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1362	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1362	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01336_H02_P013152_S00_N16_R2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1363	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1363	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01333_F06_P013147_S00_N22_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1364	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1364	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01213_B06_P012339_B00_N18_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1365	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1365	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01259_A01_P013100_S00_N01_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1366	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1366	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01245_H02_P012910_S00_N16_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1367	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1367	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01258_E04_P013099_S00_N05_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1368	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1368	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	00108_C05_P012695_S00_N11_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1369	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1369	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01213_D01_P012338_B00_N04_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1370	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1370	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01245_F05_P012911_S00_N14_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1371	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1371	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01236_D03_P012696_S00_N20_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1372	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1372	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01338_E03_P013156_S00_N21_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1373	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1373	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01250_H01_P012912_S00_N08_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1374	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1374	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	00107_E02_P012579_S00_N13_R2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1375	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1375	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01254_F04_P013031_S00_N06_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1376	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1376	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01253_B06_P013029_S00_N18_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1377	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1377	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01337_D03_P013154_S00_N20_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
