source name	characteristics[organism]	characteristics[strain]	characteristics[organism part]	characteristics[cell type]	characteristics[cell part]	characteristics[developmental stage]	characteristics[disease]	characteristics[sampling time]	characteristics[phenotype]	characteristics[enrichment process]	assay name	comment[data file]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[file uri]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	factor value[phenotype]	factor value[sampling time]	sampleChecksum	sampleAccession
PXD002870-FVB_CTRL_Heart_Nucl_d00	Mus musculus	FVB/NJ	Heart	cardiac	Nucleus	9W-12W	normal	0	Control	enrichment of phosphorylated Protein	run 13	FVB_CTRL_Heart_Nucl_d00_A13.raw	1	13	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/FVB_CTRL_Heart_Nucl_d00_A13.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	0	913a6ed511064c77b462e6ff930b60ede7fa5bc09af60eac976e7ed4c5ca50d7	SAMEA7712626
PXD002870-FVB_CTRL_Heart_Nucl_d01	Mus musculus	FVB/NJ	Heart	cardiac	Nucleus	9W-12W	normal	1	Control	enrichment of phosphorylated Protein	run 13	FVB_CTRL_Heart_Nucl_d01_A13.raw	1	13	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/FVB_CTRL_Heart_Nucl_d01_A13.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	1	eda222078d0860089a91d301a7176dd388e00d91fa30593987cc5ca958ba5b6e	SAMEA7712627
PXD002870-FVB_CTRL_Heart_Nucl_d03	Mus musculus	FVB/NJ	Heart	cardiac	Nucleus	9W-12W	normal	3	Control	enrichment of phosphorylated Protein	run 13	FVB_CTRL_Heart_Nucl_d03_A13.raw	1	13	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/FVB_CTRL_Heart_Nucl_d03_A13.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	3	099824f63633f3f90d893b5ea5e6a400a436d7807151a063c7746a2e1b8670cb	SAMEA7712628
PXD002870-FVB_CTRL_Heart_Nucl_d05	Mus musculus	FVB/NJ	Heart	cardiac	Nucleus	9W-12W	normal	5	Control	enrichment of phosphorylated Protein	run 13	FVB_CTRL_Heart_Nucl_d05_A13.raw	1	13	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/FVB_CTRL_Heart_Nucl_d05_A13.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	5	60d98de382a61f022ca0644fdfd6b917b5460c384e7d4bdb6c58305621eb3346	SAMEA7712629
PXD002870-FVB_CTRL_Heart_Nucl_d07	Mus musculus	FVB/NJ	Heart	cardiac	Nucleus	9W-12W	normal	7	Control	enrichment of phosphorylated Protein	run 13	FVB_CTRL_Heart_Nucl_d07_A13.raw	1	13	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/FVB_CTRL_Heart_Nucl_d07_A13.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	7	83fef6fb3f92490f7b9f863e39ebc1ee0394d341a71aadaf43de451924aa5eff	SAMEA7712630
PXD002870-FVB_CTRL_Heart_Nucl_d10	Mus musculus	FVB/NJ	Heart	cardiac	Nucleus	9W-12W	normal	10	Control	enrichment of phosphorylated Protein	run 13	FVB_CTRL_Heart_Nucl_d10_A13.raw	1	13	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/FVB_CTRL_Heart_Nucl_d10_A13.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	10	6b030f1b3a76df3e141de84ea42e769bea1c5ec088cada81dc2bf74e824b783e	SAMEA7712631
PXD002870-FVB_CTRL_Heart_Nucl_d14	Mus musculus	FVB/NJ	Heart	cardiac	Nucleus	9W-12W	normal	14	Control	enrichment of phosphorylated Protein	run 13	FVB_CTRL_Heart_Nucl_d14_A13.raw	1	13	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/FVB_CTRL_Heart_Nucl_d14_A13.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	14	e47bbdb628a04de72e8813b10e8059313f7f961db9e8fc6d7f0d09f5d6527f70	SAMEA7712632
PXD002870-FVB_ISO_Heart_Nucl_d01	Mus musculus	FVB/NJ	Heart	cardiac	Nucleus	9W-12W	normal	1	hypertrophy groups	enrichment of phosphorylated Protein	run 13	FVB_ISO_Heart_Nucl_d01_A13.raw	1	13	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/FVB_ISO_Heart_Nucl_d01_A13.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	1	dcbf55e0bbee13854f718ffb6279660b444b47c727aaf02c93d5a9076d12033e	SAMEA7712633
PXD002870-FVB_ISO_Heart_Nucl_d03	Mus musculus	FVB/NJ	Heart	cardiac	Nucleus	9W-12W	normal	3	hypertrophy groups	enrichment of phosphorylated Protein	run 13	FVB_ISO_Heart_Nucl_d03_A13.raw	1	13	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/FVB_ISO_Heart_Nucl_d03_A13.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	3	08f4f6a4180df8b3a82801668ae499a1a5dc9baae28691823359067c2606d9f2	SAMEA7712634
PXD002870-FVB_ISO_Heart_Nucl_d05	Mus musculus	FVB/NJ	Heart	cardiac	Nucleus	9W-12W	normal	5	hypertrophy groups	enrichment of phosphorylated Protein	run 13	FVB_ISO_Heart_Nucl_d05_A13.raw	1	13	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/FVB_ISO_Heart_Nucl_d05_A13.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	5	3beda47d69ecefc39170aaf3deef199329074266a8e9b40fcde85bb833ff2e90	SAMEA7712635
PXD002870-FVB_ISO_Heart_Nucl_d07	Mus musculus	FVB/NJ	Heart	cardiac	Nucleus	9W-12W	normal	7	hypertrophy groups	enrichment of phosphorylated Protein	run 13	FVB_ISO_Heart_Nucl_d07_A13.raw	1	13	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/FVB_ISO_Heart_Nucl_d07_A13.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	7	1090b89ce0b3aa9ed1328f16a6988c61d2e16315b6cbc2db95cc43e9eb138364	SAMEA7712636
PXD002870-FVB_ISO_Heart_Nucl_d10	Mus musculus	FVB/NJ	Heart	cardiac	Nucleus	9W-12W	normal	10	hypertrophy groups	enrichment of phosphorylated Protein	run 13	FVB_ISO_Heart_Nucl_d10_A13.raw	1	13	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/FVB_ISO_Heart_Nucl_d10_A13.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	10	2e347c2ba3347ab2579adc06d3c2bfb3c1caad7e89554354db57a906c6477745	SAMEA7712637
PXD002870-FVB_ISO_Heart_Nucl_d14	Mus musculus	FVB/NJ	Heart	cardiac	Nucleus	9W-12W	normal	14	hypertrophy groups	enrichment of phosphorylated Protein	run 13	FVB_ISO_Heart_Nucl_d14_A13.raw	1	13	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/FVB_ISO_Heart_Nucl_d14_A13.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	14	aa96071c74620b2f84798f369afc02fb1656cceb5d7b77aa646e62e360281dde	SAMEA7712638
PXD002870-BALB_CTRL_Heart_Nucl_d00	Mus musculus	BALB/cJ	Heart	cardiac	Nucleus	9W-12W	normal	0	Control	enrichment of phosphorylated Protein	run 14	BALB_CTRL_Heart_Nucl_d00_A14.raw	1	14	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_CTRL_Heart_Nucl_d00_A14.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	0	85bd08c602620cbf78fd49f887c612774262f5b6755ec32f87130774c0fcaae6	SAMEA7712573
PXD002870-BALB_CTRL_Heart_Nucl_d01	Mus musculus	BALB/cJ	Heart	cardiac	Nucleus	9W-12W	normal	1	Control	enrichment of phosphorylated Protein	run 14	BALB_CTRL_Heart_Nucl_d01_A14.raw	1	14	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_CTRL_Heart_Nucl_d01_A14.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	1	3110df1c3f5761561902d02563f99f2643aa53688c4ca035336af288d805bfa0	SAMEA7712574
PXD002870-BALB_CTRL_Heart_Nucl_d03	Mus musculus	BALB/cJ	Heart	cardiac	Nucleus	9W-12W	normal	3	Control	enrichment of phosphorylated Protein	run 14	BALB_CTRL_Heart_Nucl_d03_A14.raw	1	14	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_CTRL_Heart_Nucl_d03_A14.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	3	1578a822498e9b5826ca127fd1dd463d6e48f201bb4e082666c2ce6cc3874f46	SAMEA7712575
PXD002870-BALB_CTRL_Heart_Nucl_d05	Mus musculus	BALB/cJ	Heart	cardiac	Nucleus	9W-12W	normal	5	Control	enrichment of phosphorylated Protein	run 14	BALB_CTRL_Heart_Nucl_d05_A14.raw	1	14	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_CTRL_Heart_Nucl_d05_A14.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	5	d63a0ec21128c462546be341a47a988d060c2cb7afaa737ef83e13f08cd7abec	SAMEA7712576
PXD002870-BALB_CTRL_Heart_Nucl_d07	Mus musculus	BALB/cJ	Heart	cardiac	Nucleus	9W-12W	normal	7	Control	enrichment of phosphorylated Protein	run 14	BALB_CTRL_Heart_Nucl_d07_A14.raw	1	14	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_CTRL_Heart_Nucl_d07_A14.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	7	5e530c9d28a7bbec7da6ae8356bee8c10d7daf1741f5450fa48bfd0728492732	SAMEA7712577
PXD002870-BALB_CTRL_Heart_Nucl_d10	Mus musculus	BALB/cJ	Heart	cardiac	Nucleus	9W-12W	normal	10	Control	enrichment of phosphorylated Protein	run 14	BALB_CTRL_Heart_Nucl_d10_A14.raw	1	14	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_CTRL_Heart_Nucl_d10_A14.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	10	bf2e231b6ff5be690ef015295f5843b988fe2bb2fff762817b163fbd7bcc73f3	SAMEA7712578
PXD002870-BALB_CTRL_Heart_Nucl_d14	Mus musculus	BALB/cJ	Heart	cardiac	Nucleus	9W-12W	normal	14	Control	enrichment of phosphorylated Protein	run 14	BALB_CTRL_Heart_Nucl_d14_A14.raw	1	14	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_CTRL_Heart_Nucl_d14_A14.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	14	9e35825ceb4c3368449c22893f072592d0f826cb5c925cb49b7bbe85b883789a	SAMEA7712579
PXD002870-BALB_ISO_Heart_Nucl_d01	Mus musculus	BALB/cJ	Heart	cardiac	Nucleus	9W-12W	normal	1	hypertrophy groups	enrichment of phosphorylated Protein	run 14	BALB_ISO_Heart_Nucl_d01_A14.raw	1	14	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_ISO_Heart_Nucl_d01_A14.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	1	16ec81331b982267ed59fa56bb2b7dacea10e377e3ae7ea6da4d0c5bdc8680f0	SAMEA7712580
PXD002870-BALB_ISO_Heart_Nucl_d03	Mus musculus	BALB/cJ	Heart	cardiac	Nucleus	9W-12W	normal	3	hypertrophy groups	enrichment of phosphorylated Protein	run 14	BALB_ISO_Heart_Nucl_d03_A14.raw	1	14	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_ISO_Heart_Nucl_d03_A14.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	3	00078cba3a6d54f47e6afcac499d33393391b8d672caed1b5a61718641a4a43b	SAMEA7712581
PXD002870-BALB_ISO_Heart_Nucl_d03a	Mus musculus	BALB/cJ	Heart	cardiac	Nucleus	9W-12W	normal	3	hypertrophy groups	enrichment of phosphorylated Protein	run 14	BALB_ISO_Heart_Nucl_d03a_A14.raw	1	14	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_ISO_Heart_Nucl_d03a_A14.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	3	5e8ae311b3a3cd56788ec5fb5498b43ff99c19d5e9528c23fd7da077e6eeb00f	SAMEA7712582
PXD002870-BALB_ISO_Heart_Nucl_d05	Mus musculus	BALB/cJ	Heart	cardiac	Nucleus	9W-12W	normal	5	hypertrophy groups	enrichment of phosphorylated Protein	run 14	BALB_ISO_Heart_Nucl_d05_A14.raw	1	14	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_ISO_Heart_Nucl_d05_A14.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	5	1f10a42b46ec430e781a59fc0a787b72287bb7969a42f43d74bb943cfa7a859d	SAMEA7712583
PXD002870-BALB_ISO_Heart_Nucl_d07	Mus musculus	BALB/cJ	Heart	cardiac	Nucleus	9W-12W	normal	7	hypertrophy groups	enrichment of phosphorylated Protein	run 14	BALB_ISO_Heart_Nucl_d07_A14.raw	1	14	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_ISO_Heart_Nucl_d07_A14.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	7	7eb49354ac175c76b19525a69b808fcaa83699d231f3e334f2263dc56c303cff	SAMEA7712584
PXD002870-BALB_ISO_Heart_Nucl_d10	Mus musculus	BALB/cJ	Heart	cardiac	Nucleus	9W-12W	normal	10	hypertrophy groups	enrichment of phosphorylated Protein	run 14	BALB_ISO_Heart_Nucl_d10_A14.raw	1	14	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_ISO_Heart_Nucl_d10_A14.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	10	59b1ef6ce7a76bab611e8d06490c08dd58b41c4026bff24b66f6418a6078c4fa	SAMEA7712585
PXD002870-BALB_ISO_Heart_Nucl_d14	Mus musculus	BALB/cJ	Heart	cardiac	Nucleus	9W-12W	normal	14	hypertrophy groups	enrichment of phosphorylated Protein	run 14	BALB_ISO_Heart_Nucl_d14_A14.raw	1	14	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_ISO_Heart_Nucl_d14_A14.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	14	eec7fc71885e9ca20c16e381d67b0321ffedeb4f5caa50318cfb139a00fd18f3	SAMEA7712586
