source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD010603-Sample-276	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 276	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171019_JMM_T146_4.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-277	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 277	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171026_JMM_C383_3.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-278	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 278	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171018_JMM_STG146_1.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-279	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 279	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171026_JMM_A383_1.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-280	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 280	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171114_JMM_IPL405_7.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-281	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 281	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171101_JMM_MFG383_10.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-282	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 282	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171102_JMM_T383_11.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-283	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 283	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171116_JMM_STG405_5.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-284	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 284	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171018_JMM_MFG146_5.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-285	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 285	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171115_JMM_MFG405_3.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-286	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 286	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171026_JMM_EC383_3_20171030211337.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-287	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 287	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171019_JMM_T146_12.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-288	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 288	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171002_JMM_C146_3.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-289	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 289	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171103_JMM_VC383_9.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-290	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 290	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171018_JMM_MFG146_1.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-291	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 291	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171002_JMM_CN146_12.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-292	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 292	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171018_JMM_STG146_2.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-293	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 293	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171103_JMM_A405_7.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-294	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 294	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171117_JMM_T405_2.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-295	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 295	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171017_JMM_IPL146_5.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-296	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 296	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171101_JMM_STG383_6.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-297	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 297	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171019_JMM_T146_5.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-298	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 298	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171002_JMM_CN146_6.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-299	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 299	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171102_JMM_T383_12.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-300	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 300	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171026_JMM_EC383_10_20171031080000.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-301	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 301	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171026_JMM_IPL383_10.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-302	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 302	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171026_JMM_C383_10.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-303	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 303	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171115_JMM_MFG405_5.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-304	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 304	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171117_JMM_T405_7.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-305	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 305	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171002_JMM_C146_6.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-306	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 306	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171002_JMM_EC146_7.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-307	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 307	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171002_JMM_CN146_4.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-308	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 308	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171026_JMM_CN383_7.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-309	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 309	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171026_JMM_A383_7.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-310	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 310	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171103_JMM_VC383_7.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
