Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[age]	Characteristics[developmental stage]	Characteristics[sex]	characteristics[ancestry category]	characteristics[cell type]	Characteristics[disease]	Characteristics[phenotype]	assay name	comment[label]	comment[fraction identifier]	comment[MS2 mass analyzer]	comment[instrument]	comment[file uri]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[data file]	Material Type	sampleChecksum	sampleAccession
PXD002619-Sample 38	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	triple negative	run 225	NT=SILAC;AC=MS:1002611	6	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110711_EXQ2_TaGe_SA_BC15_6.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110711_EXQ2_TaGe_SA_BC15_6.raw	cell	492e0bd1509462cec3e1b63ce2f9051d883b0c024f4769b509f8cb44a4767ff6	SAMEA7712083
PXD002619-Sample 39	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	ERPR	run 226	NT=SILAC;AC=MS:1002611	1	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110823_EXQ3_TaGe_SA_BC23_1.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110823_EXQ3_TaGe_SA_BC23_1.raw	cell	521f814ed6ac83fdc4d03e61d844ac85414f97e2b1126317e931a0bf90d1c17b	SAMEA7712084
PXD002619-Sample 39	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	ERPR	run 227	NT=SILAC;AC=MS:1002611	2	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110823_EXQ3_TaGe_SA_BC23_2.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110823_EXQ3_TaGe_SA_BC23_2.raw	cell	521f814ed6ac83fdc4d03e61d844ac85414f97e2b1126317e931a0bf90d1c17b	SAMEA7712084
PXD002619-Sample 39	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	ERPR	run 228	NT=SILAC;AC=MS:1002611	3	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110823_EXQ3_TaGe_SA_BC23_3.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110823_EXQ3_TaGe_SA_BC23_3.raw	cell	521f814ed6ac83fdc4d03e61d844ac85414f97e2b1126317e931a0bf90d1c17b	SAMEA7712084
PXD002619-Sample 39	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	ERPR	run 229	NT=SILAC;AC=MS:1002611	4	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110823_EXQ3_TaGe_SA_BC23_4.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110823_EXQ3_TaGe_SA_BC23_4.raw	cell	521f814ed6ac83fdc4d03e61d844ac85414f97e2b1126317e931a0bf90d1c17b	SAMEA7712084
PXD002619-Sample 39	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	ERPR	run 230	NT=SILAC;AC=MS:1002611	5	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110823_EXQ3_TaGe_SA_BC23_5.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110823_EXQ3_TaGe_SA_BC23_5.raw	cell	521f814ed6ac83fdc4d03e61d844ac85414f97e2b1126317e931a0bf90d1c17b	SAMEA7712084
PXD002619-Sample 39	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	ERPR	run 231	NT=SILAC;AC=MS:1002611	6	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110823_EXQ3_TaGe_SA_BC23_6.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110823_EXQ3_TaGe_SA_BC23_6.raw	cell	521f814ed6ac83fdc4d03e61d844ac85414f97e2b1126317e931a0bf90d1c17b	SAMEA7712084
PXD002619-Sample 40	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	ERPR	run 232	NT=SILAC;AC=MS:1002611	1	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110823_EXQ3_TaGe_SA_BC28_1.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110823_EXQ3_TaGe_SA_BC28_1.raw	cell	bc4b4e47048bf635cc825a092182795eec950895355ca6fc645d056fee78945b	SAMEA7712085
PXD002619-Sample 40	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	ERPR	run 233	NT=SILAC;AC=MS:1002611	2	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110823_EXQ3_TaGe_SA_BC28_2.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110823_EXQ3_TaGe_SA_BC28_2.raw	cell	bc4b4e47048bf635cc825a092182795eec950895355ca6fc645d056fee78945b	SAMEA7712085
PXD002619-Sample 40	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	ERPR	run 234	NT=SILAC;AC=MS:1002611	3	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110823_EXQ3_TaGe_SA_BC28_3.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110823_EXQ3_TaGe_SA_BC28_3.raw	cell	bc4b4e47048bf635cc825a092182795eec950895355ca6fc645d056fee78945b	SAMEA7712085
PXD002619-Sample 40	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	ERPR	run 235	NT=SILAC;AC=MS:1002611	4	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110823_EXQ3_TaGe_SA_BC28_4.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110823_EXQ3_TaGe_SA_BC28_4.raw	cell	bc4b4e47048bf635cc825a092182795eec950895355ca6fc645d056fee78945b	SAMEA7712085
PXD002619-Sample 40	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	ERPR	run 236	NT=SILAC;AC=MS:1002611	5	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110823_EXQ3_TaGe_SA_BC28_5.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110823_EXQ3_TaGe_SA_BC28_5.raw	cell	bc4b4e47048bf635cc825a092182795eec950895355ca6fc645d056fee78945b	SAMEA7712085
PXD002619-Sample 40	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	ERPR	run 237	NT=SILAC;AC=MS:1002611	6	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110823_EXQ3_TaGe_SA_BC28_6.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110823_EXQ3_TaGe_SA_BC28_6.raw	cell	bc4b4e47048bf635cc825a092182795eec950895355ca6fc645d056fee78945b	SAMEA7712085
PXD002619-Sample 41	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 238	NT=SILAC;AC=MS:1002611	1	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110823_EXQ3_TaGe_SA_BC30_1.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110823_EXQ3_TaGe_SA_BC30_1.raw	cell	b6a0e682631fb61868671cb07b030b8dd48b8ce7e5d9ab108f3baa6cbd5fad60	SAMEA7712086
PXD002619-Sample 41	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 239	NT=SILAC;AC=MS:1002611	2	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110823_EXQ3_TaGe_SA_BC30_2.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110823_EXQ3_TaGe_SA_BC30_2.raw	cell	b6a0e682631fb61868671cb07b030b8dd48b8ce7e5d9ab108f3baa6cbd5fad60	SAMEA7712086
PXD002619-Sample 41	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 240	NT=SILAC;AC=MS:1002611	3	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110823_EXQ3_TaGe_SA_BC30_3.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110823_EXQ3_TaGe_SA_BC30_3.raw	cell	b6a0e682631fb61868671cb07b030b8dd48b8ce7e5d9ab108f3baa6cbd5fad60	SAMEA7712086
PXD002619-Sample 41	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 241	NT=SILAC;AC=MS:1002611	4	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110823_EXQ3_TaGe_SA_BC30_4.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110823_EXQ3_TaGe_SA_BC30_4.raw	cell	b6a0e682631fb61868671cb07b030b8dd48b8ce7e5d9ab108f3baa6cbd5fad60	SAMEA7712086
PXD002619-Sample 41	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 242	NT=SILAC;AC=MS:1002611	5	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110823_EXQ3_TaGe_SA_BC30_5.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110823_EXQ3_TaGe_SA_BC30_5.raw	cell	b6a0e682631fb61868671cb07b030b8dd48b8ce7e5d9ab108f3baa6cbd5fad60	SAMEA7712086
PXD002619-Sample 41	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 243	NT=SILAC;AC=MS:1002611	6	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110823_EXQ3_TaGe_SA_BC30_6.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110823_EXQ3_TaGe_SA_BC30_6.raw	cell	b6a0e682631fb61868671cb07b030b8dd48b8ce7e5d9ab108f3baa6cbd5fad60	SAMEA7712086
PXD002619-Sample 42	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	triple negative	run 244	NT=SILAC;AC=MS:1002611	1	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110823_EXQ3_TaGe_SA_BC32_1.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110823_EXQ3_TaGe_SA_BC32_1.raw	cell	c7149bbef2530c65111ca6faaa8fb9623a063dcaba967b445b6cfa92d55fca09	SAMEA7712087
PXD002619-Sample 42	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	triple negative	run 245	NT=SILAC;AC=MS:1002611	2	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110823_EXQ3_TaGe_SA_BC32_2_110831085923.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110823_EXQ3_TaGe_SA_BC32_2_110831085923.raw	cell	c7149bbef2530c65111ca6faaa8fb9623a063dcaba967b445b6cfa92d55fca09	SAMEA7712087
PXD002619-Sample 42	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	triple negative	run 246	NT=SILAC;AC=MS:1002611	3	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110823_EXQ3_TaGe_SA_BC32_3.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110823_EXQ3_TaGe_SA_BC32_3.raw	cell	c7149bbef2530c65111ca6faaa8fb9623a063dcaba967b445b6cfa92d55fca09	SAMEA7712087
PXD002619-Sample 42	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	triple negative	run 247	NT=SILAC;AC=MS:1002611	4	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110823_EXQ3_TaGe_SA_BC32_4.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110823_EXQ3_TaGe_SA_BC32_4.raw	cell	c7149bbef2530c65111ca6faaa8fb9623a063dcaba967b445b6cfa92d55fca09	SAMEA7712087
PXD002619-Sample 42	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	triple negative	run 248	NT=SILAC;AC=MS:1002611	5	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110823_EXQ3_TaGe_SA_BC32_5.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110823_EXQ3_TaGe_SA_BC32_5.raw	cell	c7149bbef2530c65111ca6faaa8fb9623a063dcaba967b445b6cfa92d55fca09	SAMEA7712087
PXD002619-Sample 42	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	triple negative	run 249	NT=SILAC;AC=MS:1002611	6	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110823_EXQ3_TaGe_SA_BC32_6.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110823_EXQ3_TaGe_SA_BC32_6.raw	cell	c7149bbef2530c65111ca6faaa8fb9623a063dcaba967b445b6cfa92d55fca09	SAMEA7712087
PXD002619-Sample 44	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 250	NT=SILAC;AC=MS:1002611	1	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110823_EXQ3_TaGe_SA_BC43_1.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110823_EXQ3_TaGe_SA_BC43_1.raw	cell	719708be0cdeae243bf4263814abad894618c6c006f854a1498a5b7ed005ed96	SAMEA7712088
PXD002619-Sample 43	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 251	NT=SILAC;AC=MS:1002611	1	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110823_EXQ3_TaGe_SA_BC8_1.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110823_EXQ3_TaGe_SA_BC8_1.raw	cell	287ce68494eb4076b59172a7b5fa48f51e7ed3ec896254dc4bcb8349a3fb76cc	SAMEA7712089
PXD002619-Sample 43	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 252	NT=SILAC;AC=MS:1002611	2	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110823_EXQ3_TaGe_SA_BC8_2.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110823_EXQ3_TaGe_SA_BC8_2.raw	cell	287ce68494eb4076b59172a7b5fa48f51e7ed3ec896254dc4bcb8349a3fb76cc	SAMEA7712089
PXD002619-Sample 43	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 253	NT=SILAC;AC=MS:1002611	3	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110823_EXQ3_TaGe_SA_BC8_3.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110823_EXQ3_TaGe_SA_BC8_3.raw	cell	287ce68494eb4076b59172a7b5fa48f51e7ed3ec896254dc4bcb8349a3fb76cc	SAMEA7712089
PXD002619-Sample 43	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 254	NT=SILAC;AC=MS:1002611	4	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110823_EXQ3_TaGe_SA_BC8_4.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110823_EXQ3_TaGe_SA_BC8_4.raw	cell	287ce68494eb4076b59172a7b5fa48f51e7ed3ec896254dc4bcb8349a3fb76cc	SAMEA7712089
PXD002619-Sample 43	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 255	NT=SILAC;AC=MS:1002611	5	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110823_EXQ3_TaGe_SA_BC8_5.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110823_EXQ3_TaGe_SA_BC8_5.raw	cell	287ce68494eb4076b59172a7b5fa48f51e7ed3ec896254dc4bcb8349a3fb76cc	SAMEA7712089
PXD002619-Sample 43	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 256	NT=SILAC;AC=MS:1002611	6	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110823_EXQ3_TaGe_SA_BC8_6.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110823_EXQ3_TaGe_SA_BC8_6.raw	cell	287ce68494eb4076b59172a7b5fa48f51e7ed3ec896254dc4bcb8349a3fb76cc	SAMEA7712089
