field,category,annotator_a,annotator_b,pair_category,n_shared_docs,kappa
species,biological,Annotator5,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
tissue,biological,Annotator5,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
disease_state,biological,Annotator5,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
cell_type,biological,Annotator5,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
cell_line,biological,Annotator5,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
sex,biological,Annotator5,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
age,biological,Annotator5,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
sample_source,biological,Annotator5,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
anatomic_site_tumor,biological,Annotator5,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
BMI,biological,Annotator5,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
strain,biological,Annotator5,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
developmental_stage,biological,Annotator5,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
ethnicity,biological,Annotator5,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
acquisition_method,technical,Annotator5,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
instrument,technical,Annotator5,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
labeling,technical,Annotator5,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,1.0
fragmentation_method,technical,Annotator5,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
cleavage_agent,technical,Annotator5,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
enrichment_method,technical,Annotator5,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
fractionation_method,technical,Annotator5,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
reduction_reagent,technical,Annotator5,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
alkylation_reagent,technical,Annotator5,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
collision_energy,technical,Annotator5,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
ionization_type,technical,Annotator5,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,1.0
mass_analyzer,technical,Annotator5,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
alkylation_concentration,technical,Annotator5,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
reduction_concentration,technical,Annotator5,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
ptm,technical,Annotator5,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
number_of_biological_replicates,experimental_design,Annotator5,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
number_of_technical_replicates,experimental_design,Annotator5,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
number_of_fractions,experimental_design,Annotator5,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,1.0
factor_value,experimental_design,Annotator5,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
experimental_design,experimental_design,Annotator5,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
number_of_samples,experimental_design,Annotator5,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
biological_replicate,experimental_design,Annotator5,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
technical_replicate,experimental_design,Annotator5,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
technology_type,experimental_design,Annotator5,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
species,biological,Annotator5,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,1.0
tissue,biological,Annotator5,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,1.0
disease_state,biological,Annotator5,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
cell_type,biological,Annotator5,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
cell_line,biological,Annotator5,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
sex,biological,Annotator5,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
age,biological,Annotator5,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
sample_source,biological,Annotator5,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
anatomic_site_tumor,biological,Annotator5,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
BMI,biological,Annotator5,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
strain,biological,Annotator5,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
developmental_stage,biological,Annotator5,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
ethnicity,biological,Annotator5,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
acquisition_method,technical,Annotator5,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,1.0
instrument,technical,Annotator5,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
labeling,technical,Annotator5,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
fragmentation_method,technical,Annotator5,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
cleavage_agent,technical,Annotator5,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
enrichment_method,technical,Annotator5,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
fractionation_method,technical,Annotator5,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
reduction_reagent,technical,Annotator5,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
alkylation_reagent,technical,Annotator5,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
collision_energy,technical,Annotator5,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
ionization_type,technical,Annotator5,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,1.0
mass_analyzer,technical,Annotator5,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
alkylation_concentration,technical,Annotator5,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
reduction_concentration,technical,Annotator5,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
ptm,technical,Annotator5,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,1.0
number_of_biological_replicates,experimental_design,Annotator5,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
number_of_technical_replicates,experimental_design,Annotator5,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
number_of_fractions,experimental_design,Annotator5,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
factor_value,experimental_design,Annotator5,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
experimental_design,experimental_design,Annotator5,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
number_of_samples,experimental_design,Annotator5,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,1.0
biological_replicate,experimental_design,Annotator5,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
technical_replicate,experimental_design,Annotator5,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
technology_type,experimental_design,Annotator5,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
species,biological,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
tissue,biological,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
disease_state,biological,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
cell_type,biological,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
cell_line,biological,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
sex,biological,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,-1.0
age,biological,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
sample_source,biological,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
anatomic_site_tumor,biological,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
BMI,biological,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
strain,biological,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
developmental_stage,biological,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
ethnicity,biological,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
acquisition_method,technical,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
instrument,technical,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
labeling,technical,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
fragmentation_method,technical,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
cleavage_agent,technical,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
enrichment_method,technical,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
fractionation_method,technical,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
reduction_reagent,technical,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,1.0
alkylation_reagent,technical,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,1.0
collision_energy,technical,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
ionization_type,technical,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
mass_analyzer,technical,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
alkylation_concentration,technical,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
reduction_concentration,technical,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
ptm,technical,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
number_of_biological_replicates,experimental_design,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
number_of_technical_replicates,experimental_design,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
number_of_fractions,experimental_design,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
factor_value,experimental_design,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
experimental_design,experimental_design,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
number_of_samples,experimental_design,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
biological_replicate,experimental_design,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
technical_replicate,experimental_design,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
technology_type,experimental_design,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
species,biological,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
tissue,biological,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
disease_state,biological,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
cell_type,biological,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,-1.0
cell_line,biological,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,1.0
sex,biological,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
age,biological,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
sample_source,biological,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
anatomic_site_tumor,biological,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
BMI,biological,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
strain,biological,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
developmental_stage,biological,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
ethnicity,biological,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
acquisition_method,technical,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
instrument,technical,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
labeling,technical,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,1.0
fragmentation_method,technical,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
cleavage_agent,technical,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
enrichment_method,technical,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
fractionation_method,technical,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
reduction_reagent,technical,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
alkylation_reagent,technical,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
collision_energy,technical,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
ionization_type,technical,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
mass_analyzer,technical,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
alkylation_concentration,technical,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
reduction_concentration,technical,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
ptm,technical,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
number_of_biological_replicates,experimental_design,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
number_of_technical_replicates,experimental_design,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
number_of_fractions,experimental_design,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
factor_value,experimental_design,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,1.0
experimental_design,experimental_design,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
number_of_samples,experimental_design,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
biological_replicate,experimental_design,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
technical_replicate,experimental_design,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
technology_type,experimental_design,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
species,biological,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,1.0
tissue,biological,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
disease_state,biological,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,1.0
cell_type,biological,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
cell_line,biological,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
sex,biological,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
age,biological,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
sample_source,biological,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
anatomic_site_tumor,biological,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
BMI,biological,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
strain,biological,Annotator7,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
