source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD009602-Sample-468	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 468	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_19_HLA-class_II_CRC_malignant_Rep5.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-469	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 469	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_15_HLA-class_I_CRC_malignant_Rep5.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-470	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 470	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_15_HLA-class_II_CRC_malignant_Rep5.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-471	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 471	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_5_HLA-class_II_CRC_malignant_Rep5.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-472	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 472	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_12_HLA-class_I_NMT_benign_Rep4.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-473	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 473	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_13_HLA-class_II_NMT_benign_Rep5.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-474	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 474	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_6_HLA-class_I_NMT_benign_Rep2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-475	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 475	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_6_HLA-class_I_NMT_benign_Rep4.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-476	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 476	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_14_HLA-class_I_CRC_malignant_Rep2.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-477	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 477	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_3_HLA-class_I_CRC_malignant_R_remnant.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-478	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 478	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_15_HLA-class_I_CRC_malignant_R1_remnant.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-479	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 479	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_32_HLA-class_I_NMT_benign_Rep3.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-480	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 480	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_22_HLA-class_I_CRC_malignant_R3_remnant.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-481	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 481	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_14_HLA-class_II_CRC_malignant_Rep3.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-482	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 482	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_20_HLA-class_I_NMT_benign_Rep3.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-483	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 483	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_16_HLA-class_I_CRC_malignant_R1_remnant.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-484	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 484	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_2_HLA-class_I_NMT_benign_Rep5.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-485	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 485	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_6_HLA-class_II_NMT_benign_Rep1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-486	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 486	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_20_HLA-class_II_NMT_benign_Rep1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-487	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 487	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_15_HLA-class_II_CRC_malignant_R3_remnant.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-488	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 488	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_18_HLA-class_I_CRC_malignant_Rep2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-489	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 489	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_23_HLA-class_I_CRC_malignant_Rep2.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-490	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 490	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_32_HLA-class_II_NMT_benign_Rep4.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-491	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 491	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_12_HLA-class_I_CRC_malignant_PA_pre-adjustment.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-492	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 492	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_8_HLA-class_I_CRC_malignant_Rep5.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-493	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 493	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_15_HLA-class_II_CRC_malignant_Rep2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-494	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 494	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_20_HLA-class_I_CRC_malignant_Rep1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-495	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 495	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_10_HLA-class_I_CRC_malignant_Rep2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-496	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 496	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_2_HLA-class_I_CRC_malignant_Rep3.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-497	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 497	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_21_HLA-class_I_CRC_malignant_Rep2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-498	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 498	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_5_HLA-class_II_NMT_benign_R_remnant.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-499	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 499	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_18_HLA-class_I_NMT_benign_Rep4.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-500	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 500	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_12_HLA-class_I_CRC_malignant_Rep1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-501	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 501	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_36_HLA-class_I_NMT_benign_Rep2.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-502	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 502	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_5_HLA-class_II_CRC_malignant_Rep1.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-503	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 503	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_20_HLA-class_II_NMT_benign_Rep3.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-504	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 504	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_5_HLA-class_II_NMT_benign_Rep3.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-505	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 505	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_28_HLA-class_I_CRC_malignant_Rep5.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-506	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 506	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_10_HLA-class_II_NMT_benign_Rep2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-507	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 507	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_23_HLA-class_I_CRC_malignant_Rep3.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-508	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 508	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_7_HLA-class_I_CRC_malignant_Rep5.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-509	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 509	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_6_HLA-class_I_NMT_benign_Rep3.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-510	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 510	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_14_HLA-class_I_CRC_malignant_PA_pre-adjustment.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-511	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 511	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_18_HLA-class_I_CRC_malignant_PA_pre-adjustment.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-512	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 512	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_20_HLA-class_I_NMT_benign_Rep1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
